student_id,first_name,last_name,gender,birth_date,email_address,admitted,enrolled,parent_alum,parent_highest_ed,first_gen_hed_student,high_school_gpa,was_hs_athlete_ind,home_state_name,admit_type,private_hs_indicator,multiple_majors_indicator,secondary_class_percentile,department_id,admit_semester_id,first_year_gpa,cumulative_gpa,enroll_status,planned_grad_semester_id
100700,Mateo,Jackson_073,M,,Mateo.Jackson_073@example.com,1,1,0,2,1,3.16,1,District ,Regular,0,0,79,29,29,0,0,enrolled,36
100701,Shirley,Rodriguez_250,F,,Shirley.Rodriguez_250@example.com,1,1,0,2,1,2.65,1,Kansas,Regular,0,0,66,29,29,0,0,enrolled,36
100704,Shirley,Rodriguez_143,F,,Shirley.Rodriguez_143@example.com,0,0,0,5,0,3.12,0,of Columbia,Regular,1,1,78,25,29,0,0,declined,0
100706,Diego,Ramirez_221,M,,Diego.Ramirez_221@example.com,1,1,0,3,1,3.14,1,Oregon,Regular,0,0,78,25,29,0,0,enrolled,36
100708,Jorge,Souza_066,M,,Jorge.Souza_066@example.com,1,1,1,5,0,3.34,1,Massachusetts,Regular,0,0,83,29,29,0,0,enrolled,36
100713,John,Doe_410,M,,John.Doe_410@example.com,1,1,0,4,0,3.1,1,North Carolina,Regular,0,0,77,27,29,0,0,enrolled,36
100716,John,Doe_308,M,,John.Doe_308@example.com,1,1,0,7,0,3.03,1,Puerto Rico,Regular,0,0,75,25,29,0,0,enrolled,36
100726,Maria,Garcia_336,F,,Maria.Garcia_336@example.com,0,0,0,7,0,3.17,0,Guam,Regular,1,1,79,28,29,0,0,declined,0
100727,Mary,Major_366,F,,Mary.Major_366@example.com,0,0,0,6,0,2.98,0,Wyoming,Regular,0,1,74,29,29,0,0,declined,0
100729,Paulo,Santos_171,M,,Paulo.Santos_171@example.com,1,1,0,1,1,3.56,1,Puerto Rico,Regular,0,0,89,26,29,0,0,enrolled,36
100734,Nikki,Wolf_401,F,,Nikki.Wolf_401@example.com,1,1,0,5,0,3.67,1,Oklahoma,Regular,0,0,91,29,29,0,0,enrolled,36
100740,Marcia,Oliveira_318,F,,Marcia.Oliveira_318@example.com,0,0,0,0,1,3.29,0,Wisconsin,Regular,0,1,82,25,29,0,0,declined,0
100762,Shirley,Rodriguez_161,F,,Shirley.Rodriguez_161@example.com,0,0,0,5,0,3.23,0,New Mexico,Regular,0,1,80,25,29,0,0,declined,0
100778,Marcia,Oliveira_333,F,,Marcia.Oliveira_333@example.com,0,0,0,8,0,3.23,0,Missouri,Regular,1,1,80,25,29,0,0,declined,0
100779,Paulo,Santos_277,M,,Paulo.Santos_277@example.com,1,1,0,5,0,3.8,1,Indiana,Regular,0,0,95,25,29,0,0,enrolled,36
100782,Martha,Rivera_396,F,,Martha.Rivera_396@example.com,1,1,0,3,1,3.46,1,Nevada,Regular,0,0,86,25,29,0,0,enrolled,36
100785,Nikki,Wolf_027,F,,Nikki.Wolf_027@example.com,1,1,0,6,0,3.07,1,Hawaii,Regular,0,0,76,27,29,0,0,enrolled,36
100788,Carlos,Salazar_260,M,,Carlos.Salazar_260@example.com,1,1,0,0,1,3.39,1,Idaho,Regular,0,0,84,29,29,0,0,enrolled,36
100800,Ana,Silva_300,F,,Ana.Silva_300@example.com,1,1,0,1,1,3.61,1,Wisconsin,Regular,0,0,90,28,29,0,0,enrolled,36
100806,Mary,Major_166,F,,Mary.Major_166@example.com,1,1,0,2,1,2.93,1,Virginia,Regular,0,0,73,29,29,0,0,enrolled,36
100807,Maria,Garcia_111,F,,Maria.Garcia_111@example.com,1,1,0,8,0,2.99,0,Delaware,Regular,0,0,74,27,29,0,0,enrolled,36
100810,John,Stiles_326,M,,John.Stiles_326@example.com,1,1,0,8,0,3.44,1,Connecticut,Regular,0,0,86,25,29,0,0,enrolled,36
100823,Diego,Ramirez_142,M,,Diego.Ramirez_142@example.com,0,0,0,3,1,3.09,0,New York,Regular,0,1,77,29,29,0,0,declined,0
100825,Richard,Roe_352,M,,Richard.Roe_352@example.com,1,1,1,0,1,3.05,1,Kansas,Regular,0,0,76,28,29,0,0,enrolled,36
100827,Nikki,Wolf_325,F,,Nikki.Wolf_325@example.com,1,1,0,3,1,3.18,1,Connecticut,Regular,0,0,79,25,29,0,0,enrolled,36
100829,Paulo,Santos_284,M,,Paulo.Santos_284@example.com,1,1,0,8,0,2.75,1,Nevada,Regular,0,0,68,29,29,0,0,enrolled,36
100845,Shirley,Rodriguez_135,F,,Shirley.Rodriguez_135@example.com,1,1,0,4,0,3.83,1,Nebraska,Regular,0,0,95,27,29,0,0,enrolled,36
100847,John,Stiles_157,M,,John.Stiles_157@example.com,1,1,0,8,0,3.45,1,Colorado,Regular,0,0,86,27,29,0,0,enrolled,36
100848,Alejandro,Rosalez_045,M,,Alejandro.Rosalez_045@example.com,1,0,0,4,0,2.97,0,Virgin Islands,Regular,0,0,74,27,29,0,0,admitted,0
100851,Jane,Doe_228,F,,Jane.Doe_228@example.com,1,1,0,0,1,3.46,0,Massachusetts,Regular,0,0,86,27,29,0,0,enrolled,36
100855,John,Stiles_310,M,,John.Stiles_310@example.com,0,0,0,1,1,3.43,0,Colorado,Regular,1,1,85,26,29,0,0,declined,0
100866,Ana,Silva_038,F,,Ana.Silva_038@example.com,1,1,0,2,1,3.47,1,Virgin Islands,Regular,0,0,86,27,29,0,0,enrolled,36
100877,Mateo,Jackson_211,M,,Mateo.Jackson_211@example.com,0,0,0,3,1,3.48,0,Virginia,Regular,1,1,87,25,29,0,0,declined,0
100893,Marcia,Oliveira_137,F,,Marcia.Oliveira_137@example.com,1,1,0,6,0,3.22,1,Hawaii,Regular,0,0,80,25,29,0,0,enrolled,36
100913,Diego,Ramirez_335,M,,Diego.Ramirez_335@example.com,1,1,0,4,0,3.07,1,Montana,Regular,0,0,76,27,29,0,0,enrolled,36
100915,John,Doe_302,M,,John.Doe_302@example.com,0,0,0,0,1,2.54,0,Vermont,Regular,1,1,63,25,29,0,0,declined,0
100945,Richard,Roe_368,M,,Richard.Roe_368@example.com,1,1,1,5,0,3.38,0,Georgia,Regular,0,0,84,26,29,0,0,enrolled,36
100950,Alejandro,Rosalez_286,M,,Alejandro.Rosalez_286@example.com,0,0,0,1,1,3.79,0,South Carolina,Regular,0,1,94,28,29,0,0,declined,0
100951,Jorge,Souza_171,M,,Jorge.Souza_171@example.com,1,1,0,1,1,2.76,1,Colorado,Regular,0,0,68,29,29,0,0,enrolled,36
100952,Martha,Rivera_119,F,,Martha.Rivera_119@example.com,1,1,0,1,1,2.92,1,West Virginia,Regular,0,0,72,26,29,0,0,enrolled,36
100956,Nikki,Wolf_106,F,,Nikki.Wolf_106@example.com,1,1,1,4,0,3.29,1,West Virginia,Regular,0,0,82,28,29,0,0,enrolled,36
100958,Jane,Doe_404,F,,Jane.Doe_404@example.com,1,1,0,7,0,2.95,0,New York,Regular,0,0,73,28,29,0,0,enrolled,36
100963,Shirley,Rodriguez_071,F,,Shirley.Rodriguez_071@example.com,1,1,0,1,1,3.5,1,Utah,Regular,0,0,87,28,29,0,0,enrolled,36
100964,Diego,Ramirez_099,M,,Diego.Ramirez_099@example.com,1,1,0,8,0,3.05,1,Puerto Rico,Regular,0,0,76,27,29,0,0,enrolled,36
100967,Carlos,Salazar_011,M,,Carlos.Salazar_011@example.com,1,1,0,6,0,3,1,Texas,Regular,0,0,74,25,29,0,0,enrolled,36
100969,Carlos,Salazar_240,M,,Carlos.Salazar_240@example.com,0,0,0,5,0,3.04,0,Vermont,Regular,0,1,75,29,29,0,0,declined,0
100971,Nikki,Wolf_140,F,,Nikki.Wolf_140@example.com,1,1,1,6,0,3.6,1,Guam,Regular,0,0,90,25,29,0,0,enrolled,36
100981,Maria,Garcia_440,F,,Maria.Garcia_440@example.com,1,1,0,4,0,3.39,0,New Jersey,Regular,0,0,84,29,29,0,0,enrolled,36
100995,Jorge,Souza_130,M,,Jorge.Souza_130@example.com,1,1,0,5,0,3.21,0,New Hampshire,Regular,0,0,80,27,29,0,0,enrolled,36
101003,Jane,Doe_423,F,,Jane.Doe_423@example.com,1,1,0,6,0,3.01,0,Louisiana,Regular,0,0,75,28,31,0,0,enrolled,38
101009,Mateo,Jackson_159,M,,Mateo.Jackson_159@example.com,0,0,0,4,0,3.22,0,Rhode Island,Regular,0,1,80,25,31,0,0,declined,0
101019,Mateo,Jackson_371,M,,Mateo.Jackson_371@example.com,1,1,0,7,0,3.17,0,New Jersey,Regular,0,0,79,28,31,0,0,enrolled,38
101022,Carlos,Salazar_223,M,,Carlos.Salazar_223@example.com,0,0,0,7,0,3.36,0,Georgia,Regular,1,1,84,29,31,0,0,declined,0
101024,Jorge,Souza_243,M,,Jorge.Souza_243@example.com,1,1,0,2,1,3.29,1,West Virginia,Regular,0,0,82,28,31,0,0,enrolled,38
101026,Carlos,Salazar_087,M,,Carlos.Salazar_087@example.com,1,1,0,4,0,3.32,1,Wisconsin,Regular,0,0,82,29,31,0,0,enrolled,38
101035,Jorge,Souza_225,M,,Jorge.Souza_225@example.com,1,1,0,1,1,3.02,0,Minnesota,Regular,0,0,75,25,31,0,0,enrolled,38
101036,John,Stiles_007,M,,John.Stiles_007@example.com,1,1,0,2,1,2.79,0,South Carolina,Regular,0,0,69,25,31,0,0,enrolled,38
101041,Martha,Rivera_213,F,,Martha.Rivera_213@example.com,0,0,0,5,0,3.07,0,Kentucky,Regular,1,1,76,27,31,0,0,declined,0
101055,Nikki,Wolf_356,F,,Nikki.Wolf_356@example.com,1,1,0,7,0,3.04,0,Puerto Rico,Regular,0,0,76,27,31,0,0,enrolled,38
101056,Paulo,Santos_274,M,,Paulo.Santos_274@example.com,1,1,0,3,1,3.46,1,Virgin Islands,Regular,0,0,86,28,31,0,0,enrolled,38
101058,John,Doe_367,M,,John.Doe_367@example.com,1,1,0,4,0,3.31,1,Maine,Regular,0,0,82,29,31,0,0,enrolled,38
101068,Mary,Major_439,F,,Mary.Major_439@example.com,0,0,0,1,1,3.86,0,Montana,Early Decision,1,1,96,26,31,0,0,declined,0
101077,Alejandro,Rosalez_326,M,,Alejandro.Rosalez_326@example.com,1,1,1,5,0,3.31,1,California,Regular,0,0,82,26,31,0,0,enrolled,38
101081,Diego,Ramirez_407,M,,Diego.Ramirez_407@example.com,0,0,0,5,0,3.42,0,Montana,Regular,1,1,85,28,31,0,0,declined,0
101083,Martha,Rivera_141,F,,Martha.Rivera_141@example.com,1,1,0,2,1,3.01,0,Arizona,Regular,0,0,75,25,31,0,0,enrolled,38
101089,John,Stiles_332,M,,John.Stiles_332@example.com,1,1,0,2,1,3.51,1,Illinois,Regular,0,0,87,28,31,0,0,enrolled,38
101147,Mateo,Jackson_173,M,,Mateo.Jackson_173@example.com,1,1,1,4,0,2.97,1,Massachusetts,Regular,0,0,74,28,31,0,0,enrolled,38
101148,Marcia,Oliveira_338,F,,Marcia.Oliveira_338@example.com,1,1,1,4,0,2.59,1,Maine,Regular,0,0,64,28,31,0,0,enrolled,38
101150,Mary,Major_269,F,,Mary.Major_269@example.com,1,1,0,0,1,3.18,0,Colorado,Regular,0,0,79,29,31,0,0,enrolled,38
101151,John,Doe_044,M,,John.Doe_044@example.com,0,0,0,3,1,2.68,0,Nevada,Regular,1,1,66,27,31,0,0,declined,0
101158,John,Doe_091,M,,John.Doe_091@example.com,1,1,0,0,1,2.62,1,Mississippi,Regular,0,0,65,25,31,0,0,enrolled,38
101162,Jane,Doe_053,F,,Jane.Doe_053@example.com,0,0,0,2,1,3.16,0,Vermont,Regular,0,1,78,25,31,0,0,declined,0
101164,John,Doe_198,M,,John.Doe_198@example.com,1,1,0,4,0,2.91,1,Kansas,Regular,0,0,72,26,31,0,0,enrolled,38
101165,Diego,Ramirez_235,M,,Diego.Ramirez_235@example.com,1,1,1,0,1,2.72,1,Massachusetts,Regular,0,0,68,29,31,0,0,enrolled,38
101187,John,Doe_040,M,,John.Doe_040@example.com,1,1,0,2,1,3.47,0,Oregon,Regular,0,0,86,25,31,0,0,enrolled,38
101188,Alejandro,Rosalez_080,M,,Alejandro.Rosalez_080@example.com,1,1,0,4,0,3.75,1,American Samoa,Regular,0,0,93,25,31,0,0,enrolled,38
101196,Marcia,Oliveira_264,F,,Marcia.Oliveira_264@example.com,1,0,0,2,1,3.26,1,Ohio,Regular,0,0,81,26,31,0,0,admitted,0
101200,Jorge,Souza_146,M,,Jorge.Souza_146@example.com,1,1,0,1,1,2.95,1,Minnesota,Regular,0,0,73,25,31,0,0,enrolled,38
101211,John,Stiles_065,M,,John.Stiles_065@example.com,1,1,0,7,0,3.18,1,Puerto Rico,Regular,0,0,79,25,31,0,0,enrolled,38
101215,Ana,Silva_070,F,,Ana.Silva_070@example.com,1,1,0,6,0,2.81,1,Virgin Islands,Regular,0,0,70,26,31,0,0,enrolled,38
101225,Shirley,Rodriguez_159,F,,Shirley.Rodriguez_159@example.com,0,0,0,3,1,3.54,0,Arizona,Regular,0,1,88,25,31,0,0,declined,0
101238,John,Stiles_073,M,,John.Stiles_073@example.com,1,1,0,0,1,3.81,1,District ,Regular,0,0,95,27,31,0,0,enrolled,38
101245,Martha,Rivera_040,F,,Martha.Rivera_040@example.com,1,1,0,6,0,2.72,0,Montana,Regular,0,0,67,25,31,0,0,enrolled,38
101254,Nikki,Wolf_297,F,,Nikki.Wolf_297@example.com,0,0,0,0,1,3.11,0,Washington,Regular,1,1,77,28,31,0,0,declined,0
